"","subject","activity","mean_fast_fourier_transform_bodyaccjerk_minus_mean_minus_x","mean_fast_fourier_transform_bodyaccjerk_minus_mean_minus_y","mean_fast_fourier_transform_bodyaccjerk_minus_mean_minus_z","mean_fast_fourier_transform_bodyaccjerk_minus_std_minus_x","mean_fast_fourier_transform_bodyaccjerk_minus_std_minus_y","mean_fast_fourier_transform_bodyaccjerk_minus_std_minus_z","mean_fast_fourier_transform_bodyaccjerk_minus_mean_freq_minus_x","mean_fast_fourier_transform_bodyaccjerk_minus_mean_freq_minus_y","mean_fast_fourier_transform_bodyaccjerk_minus_mean_freq_minus_z"
"39",12,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"40",9,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"41",7,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"42",11,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"43",2,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"44",6,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"45",25,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"46",5,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"47",18,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"48",15,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"49",26,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"50",8,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"51",27,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"52",14,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"53",16,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"54",28,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"55",24,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"56",17,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"57",29,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"58",10,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"59",19,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"60",30,"WALKING_UPSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"61",3,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"62",13,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"63",7,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"64",14,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"65",20,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"66",18,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"67",9,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"68",11,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"69",24,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"70",22,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"71",19,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"72",6,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"73",15,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"74",17,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"75",1,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"76",21,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"77",23,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"78",25,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"79",4,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"80",26,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"81",5,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"82",8,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"83",29,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"84",27,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"85",10,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"86",16,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"87",12,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"88",28,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"89",30,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"90",2,"WALKING_DOWNSTAIRS",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"91",3,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"92",29,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"93",4,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"94",10,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"95",7,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"96",12,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"97",28,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"98",6,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"99",21,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"100",25,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"101",30,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"102",9,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"103",11,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"104",5,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"105",27,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"106",13,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"107",19,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"108",20,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"109",26,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"110",14,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"111",24,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"112",2,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"113",22,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"114",8,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"115",1,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"116",23,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"117",18,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"118",16,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"119",17,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"120",15,"SITTING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"121",2,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"122",3,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"123",20,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"124",7,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"125",27,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"126",30,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"127",4,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"128",12,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"129",5,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"130",19,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"131",21,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"132",13,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"133",10,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"134",8,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"135",11,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"136",9,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
"137",24,"STANDING",-0.656713524546605,-0.628961179980356,-0.743608246170053,-0.654979816705833,-0.612243590244114,-0.780928428167213,-0.0477062917542324,-0.213392904926883,-0.123828014584147
