"","subject","activity","mean_fast_fourier_transform_bodyacc_minus_mean_minus_x","mean_fast_fourier_transform_bodyacc_minus_mean_minus_y","mean_fast_fourier_transform_bodyacc_minus_mean_minus_z","mean_fast_fourier_transform_bodyacc_minus_std_minus_x","mean_fast_fourier_transform_bodyacc_minus_std_minus_y","mean_fast_fourier_transform_bodyacc_minus_std_minus_z","mean_fast_fourier_transform_bodyacc_minus_mean_freq_minus_x","mean_fast_fourier_transform_bodyacc_minus_mean_freq_minus_y","mean_fast_fourier_transform_bodyacc_minus_mean_freq_minus_z","mean_fast_fourier_transform_bodygyro_minus_mean_minus_x","mean_fast_fourier_transform_bodygyro_minus_mean_minus_y","mean_fast_fourier_transform_bodygyro_minus_mean_minus_z","mean_fast_fourier_transform_bodygyro_minus_std_minus_x","mean_fast_fourier_transform_bodygyro_minus_std_minus_y","mean_fast_fourier_transform_bodygyro_minus_std_minus_z","mean_fast_fourier_transform_bodygyro_minus_mean_freq_minus_x","mean_fast_fourier_transform_bodygyro_minus_mean_freq_minus_y","mean_fast_fourier_transform_bodygyro_minus_mean_freq_minus_z"
"11",29,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.232676315733962,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.397277495471698,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"12",27,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.154280392119298,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.318182379824561,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"13",4,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.0123477342916667,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.601381129166667,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"14",3,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.171743003017241,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.418126217413793,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"15",30,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.0306217232524615,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.247350343692308,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"16",13,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.0194304158877193,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.276607954736842,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"17",9,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.0213195015442308,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.240222512134615,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"18",12,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.149107488714,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.31728248436,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"19",1,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.113093646103158,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.255940940315789,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"20",8,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.00356163764166667,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.132902199479167,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"21",23,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.107804588864407,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.194970369294915,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"22",25,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.163298427206757,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.561322950945946,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"23",5,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.00204051097321429,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.213127031035714,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"24",28,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.05612513965,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.255029045018519,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"25",10,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.243797496811321,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.108530029881132,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"26",24,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.067892712362069,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.39144792137931,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"27",15,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.0291755441388148,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.461464065555556,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"28",16,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.0270392028607843,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.432885310980392,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"29",2,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.198586466508475,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.396659907457627,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"30",17,"WALKING",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.00857138068540984,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.398809217540984,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"31",3,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.100019162177966,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.431503361525424,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"32",1,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.160697213516981,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.453597213018868,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"33",21,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.0961003618297872,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.155762354829787,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"34",23,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.188068413803922,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.163001294113725,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"35",13,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.247165637745455,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.255338945927273,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"36",20,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.155662086254902,0.0473098698476722,-0.672094306818974,-0.70621663959074,0.115076640798039,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"37",22,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.0343404000452381,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.199313066142857,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"38",4,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.0662348475480769,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.350765737115385,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"39",12,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.105269653898077,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.406080936346154,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"40",9,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.247086151469388,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.327698671183673,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"41",7,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.135079176790196,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.408150266666667,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"42",11,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.189232158777778,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.674671878518519,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"43",2,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.0618894458958333,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.248601122,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"44",6,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.0948830032690196,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.0464142110215686,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"45",25,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.379518455061538,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.575169715692308,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"46",5,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.122487323859574,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.139801393244681,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"47",18,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.249448649272414,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.504364096896552,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"48",15,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.149770907839583,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.485701745833333,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"49",26,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.231358959054545,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.342703926363636,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"50",8,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.100254405917073,0.0473098698476722,-0.672094306818974,-0.70621663959074,0.16597418695122,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"51",27,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.18135640627451,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.400528455490196,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"52",14,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.366543121851852,0.0473098698476722,-0.672094306818974,-0.70621663959074,0.196703218737037,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"53",16,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.223644983547059,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.492427493529412,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"54",28,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.0852282260803922,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.318210999529412,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"55",24,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.271713646627119,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.372182912033898,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"56",17,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.15669437456875,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.324273713333333,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"57",29,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.131972012708163,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.34170013244898,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"58",10,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.0035449232893617,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.262763367170213,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"59",19,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.01976741622,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.06612935167,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"60",30,"WALKING_UPSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.333821697015385,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.318937001538462,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"61",3,"WALKING_DOWNSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.0529065241102041,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.302866461179592,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"62",13,"WALKING_DOWNSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.014212010202766,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.212906662531915,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"63",7,"WALKING_DOWNSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.0314736615829787,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.299600267680851,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"64",14,"WALKING_DOWNSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.00777749593111111,0.0473098698476722,-0.672094306818974,-0.70621663959074,0.492414379822222,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"65",20,"WALKING_DOWNSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.04949564172,0.0473098698476722,-0.672094306818974,-0.70621663959074,0.257037841093333,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"66",18,"WALKING_DOWNSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.14009430376,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.447030699454545,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"67",9,"WALKING_DOWNSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.0625058243738095,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.250686586719048,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"68",11,"WALKING_DOWNSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.0561892264956522,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.273459111956522,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"69",24,"WALKING_DOWNSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,-0.0116848720163636,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.396286646363636,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"70",22,"WALKING_DOWNSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.0282644422805556,0.0473098698476722,-0.672094306818974,-0.70621663959074,-0.194915698805556,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
"71",19,"WALKING_DOWNSTAIRS",-0.622761658493734,-0.53749328145871,-0.665033506271952,-0.603356276555826,-0.528420009576204,-0.617874813333395,-0.2214691368263,0.0126113511538462,0.0473098698476722,-0.672094306818974,-0.70621663959074,0.210673073192308,-0.738594816501343,-0.674226934551517,-0.690446312501126,-0.101042702224631,-0.174277577553958,-0.0513928953203266
